id,nr_playlist,composer,composition,voices,experiment,performer,Album,year_recording,,audio_final,symbolic_is_audio,instrumentation,instrumentation_category,final_safe,not repeated,repetitions,comments,symbolic,audio,mf0,basicpitch,multipitch_214c,multipitch_195f,MT3
1028,865,Anonymous,0865 Ano3226 Oublie oublie,3,CANTO_JRP,"Anonymous, Sollazzo Ensemble, Anna Danilevskaia","Le cueur vous demeure: Leuven Chansonnier, Vol. 3 & 4",2024,E3,52,a,vi,mixed,y,y,herhalingen,"voice, gamba’s",0865 Ano3226 Oublie oublie.musicxml,0865 Ano3226 Oublie oublie.wav,0865 Ano3226 Oublie oublie.csv,0865 Ano3226 Oublie oublie.csv,0865 Ano3226 Oublie oublie.csv,0865 Ano3226 Oublie oublie.csv,0865 Ano3226 Oublie oublie.mid
1029,866,Anonymous,0866 Ano3229 Par malle bouche,3,CANTO_JRP,"Traditional, Ensemble Leones, Marc Lewon, Grace Newcombe, Baptiste Romain, Elizabeth Rumsey",Unicum: New Songs from the Leuven chansonnier,2023,F3,53,a,vi,mixed,y,y,herhalingen,"voice, gamba’s",0866 Ano3229 Par malle bouche.musicxml,0866 Ano3229 Par malle bouche.wav,0866 Ano3229 Par malle bouche.csv,0866 Ano3229 Par malle bouche.csv,0866 Ano3229 Par malle bouche.csv,0866 Ano3229 Par malle bouche.csv,0866 Ano3229 Par malle bouche.mid
1030,867,Anonymous,0867 Ano3230 Escu d'ennuy,3,CANTO_JRP,"Anonymous, Anna Danilevskaia, Sollazzo Ensemble",The Leuven Chansonnier Vol. 1,2019,G#3,56,a,vi,mixed,y,y,herhalingen,"voice, gamba’s",0867 Ano3230 Escu d'ennuy.musicxml,0867 Ano3230 Escu d'ennuy.wav,0867 Ano3230 Escu d'ennuy.csv,0867 Ano3230 Escu d'ennuy.csv,0867 Ano3230 Escu d'ennuy.csv,0867 Ano3230 Escu d'ennuy.csv,0867 Ano3230 Escu d'ennuy.mid
1031,868,Anonymous,0868 Ano3231 Si vous voullez ,3,CANTO_JRP,"Anonymous, Sollazzo Ensemble, Anna Danilevskaia","Le cueur vous demeure: Leuven Chansonnier, Vol. 3 & 4",2024,C#3,49,a,vi,mixed,y,y,herhalingen,"voice, gamba’s",0868 Ano3231 Si vous voullez .musicxml,0868 Ano3231 Si vous voullez .wav,0868 Ano3231 Si vous voullez .csv,0868 Ano3231 Si vous voullez .csv,0868 Ano3231 Si vous voullez .csv,0868 Ano3231 Si vous voullez .csv,0868 Ano3231 Si vous voullez .mid
1032,869,Anonymous,0869 Ano3232 Ou beau chastel,3,CANTO_JRP,"Anonymous, Sollazzo Ensemble, Anna Danilevskaia, Andrew Hallock, Jonatan Alvarado, Lior Leibovici","Ou Beau Chastel: Leuven Chansonnier, Vol. 2",2022,G3,55,a,vi,mixed,y,y,herhalingen,"voice, luit, schalmei",0869 Ano3232 Ou beau chastel.musicxml,0869 Ano3232 Ou beau chastel.wav,0869 Ano3232 Ou beau chastel.csv,0869 Ano3232 Ou beau chastel.csv,0869 Ano3232 Ou beau chastel.csv,0869 Ano3232 Ou beau chastel.csv,
1034,871,Anonymous,0871 Ano3239 Visin visin visin,4,CANTO_JRP,"Anonymous, Huelgas Ensemble, Paul Van Nevel",The Ear of Christopher Columbus,2019,A3,57,a,v,vocal,y,y,herhalingen,,0871 Ano3239 Visin visin visin.musicxml,0871 Ano3239 Visin visin visin.wav,0871 Ano3239 Visin visin visin.csv,0871 Ano3239 Visin visin visin.csv,0871 Ano3239 Visin visin visin.csv,0871 Ano3239 Visin visin visin.csv,
1035,872,Ockeghem,0872 Oke1003a Missa Caput – Kyrie,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Ma maistresse; Missa Caput,1998,D3,50,y,v,vocal,y,y,,,0872 Oke1003a Missa Caput – Kyrie.musicxml,0872 Oke1003a Missa Caput – Kyrie.wav,0872 Oke1003a Missa Caput – Kyrie.csv,0872 Oke1003a Missa Caput – Kyrie.csv,0872 Oke1003a Missa Caput – Kyrie.csv,0872 Oke1003a Missa Caput – Kyrie.csv,0872 Oke1003a Missa Caput – Kyrie.mid
1036,873,Ockeghem,0873 Oke1003b Missa Caput – Gloria,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Ma maistresse; Missa Caput,1998,D3,50,y,v,vocal,y,y,,,0873 Oke1003b Missa Caput – Gloria.musicxml,0873 Oke1003b Missa Caput – Gloria.wav,0873 Oke1003b Missa Caput – Gloria.csv,0873 Oke1003b Missa Caput – Gloria.csv,0873 Oke1003b Missa Caput – Gloria.csv,0873 Oke1003b Missa Caput – Gloria.csv,
1037,874,Ockeghem,0874 Oke1003c Missa Caput – Credo,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Ma maistresse; Missa Caput,1998,D3,50,y,v,vocal,y,y,,,0874 Oke1003c Missa Caput – Credo.musicxml,0874 Oke1003c Missa Caput – Credo.wav,0874 Oke1003c Missa Caput – Credo.csv,0874 Oke1003c Missa Caput – Credo.csv,0874 Oke1003c Missa Caput – Credo.csv,0874 Oke1003c Missa Caput – Credo.csv,
1038,875,Ockeghem,0875 Oke1003d Missa Caput – Sanctus,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Ma maistresse; Missa Caput,1998,D3,50,y,v,vocal,y,y,,,0875 Oke1003d Missa Caput – Sanctus.musicxml,0875 Oke1003d Missa Caput – Sanctus.wav,0875 Oke1003d Missa Caput – Sanctus.csv,0875 Oke1003d Missa Caput – Sanctus.csv,0875 Oke1003d Missa Caput – Sanctus.csv,0875 Oke1003d Missa Caput – Sanctus.csv,
1039,876,Ockeghem,0876 Oke1003e Missa Caput – Agnus,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Ma maistresse; Missa Caput,1998,D3,50,y,v,vocal,y,y,,,0876 Oke1003e Missa Caput – Agnus.musicxml,0876 Oke1003e Missa Caput – Agnus.wav,0876 Oke1003e Missa Caput – Agnus.csv,0876 Oke1003e Missa Caput – Agnus.csv,0876 Oke1003e Missa Caput – Agnus.csv,0876 Oke1003e Missa Caput – Agnus.csv,0876 Oke1003e Missa Caput – Agnus.mid
1040,0877-0879,Ockeghem,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",Johannes Ockeghem - Au Travail Suis & De Plus En Plus,1997,G2,43,y,v,vocal,y,y,,,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.musicxml,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.wav,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.csv,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.csv,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.csv,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.csv,0877-0879 Oke1005a Missa De plus en plus Kyrie Missa De plus en plus - Kyrie.mid
1041,0880-0887,Ockeghem,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",Johannes Ockeghem - Au Travail Suis & De Plus En Plus,1997,G3,55,y,v,vocal,y,y,,,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria.musicxml,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria.wav,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria.csv,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria.csv,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria.csv,0880-0887 Oke1005b Missa De plus en plus Gloria Missa De plus en plus - Gloria.csv,
1042,0888-0896,Ockeghem,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",Johannes Ockeghem - Au Travail Suis & De Plus En Plus,1997,G2,43,y,v,vocal,y,y,,,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo.musicxml,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo.wav,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo.csv,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo.csv,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo.csv,0888-0896 Oke1005c Missa De plus en plus Credo Missa De plus en plus - Credo.csv,
1043,0897-0903,Ockeghem,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",Johannes Ockeghem - Au Travail Suis & De Plus En Plus,1997,G3,55,a,v,vocal,n,n,hosanna II = hosanna I,,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus.musicxml,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus.wav,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus.csv,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus.csv,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus.csv,0897-0903 Oke1005d Missa De plus en plus Sanctus Missa De plus en plus - Sanctus.csv,
1044,0904-0907,Ockeghem,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus,4,CANTO_JRP,"The Tallis Scholars, Peter Phillips",Johannes Ockeghem - Au Travail Suis & De Plus En Plus,1997,G2,43,y,v,vocal,y,y,,,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus.musicxml,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus.wav,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus.csv,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus.csv,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus.csv,0904-0907 Oke1005e Missa De plus en plus Agnus Missa De plus en plus - Agnus.csv,
1045,908,Ockeghem,0908 Oke1006a Missa Ecce ancilla domini - Kyrie,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",The Ockeghem Collection,2007,G2,43,y,v,vocal,y,y,,,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.musicxml,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.wav,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.csv,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.csv,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.csv,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.csv,0908 Oke1006a Missa Ecce ancilla domini - Kyrie.mid
1046,909,Ockeghem,0909 Oke1006b Missa Ecce ancilla domini - Gloria,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",The Ockeghem Collection,2007,G2,43,y,v,vocal,y,y,,,0909 Oke1006b Missa Ecce ancilla domini - Gloria.musicxml,0909 Oke1006b Missa Ecce ancilla domini - Gloria.wav,0909 Oke1006b Missa Ecce ancilla domini - Gloria.csv,0909 Oke1006b Missa Ecce ancilla domini - Gloria.csv,0909 Oke1006b Missa Ecce ancilla domini - Gloria.csv,0909 Oke1006b Missa Ecce ancilla domini - Gloria.csv,
1047,910,Ockeghem,0910 Oke1006c Missa Ecce ancilla domini - Credo,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",The Ockeghem Collection,2007,C3,48,y,v,vocal,y,y,,,0910 Oke1006c Missa Ecce ancilla domini - Credo.musicxml,0910 Oke1006c Missa Ecce ancilla domini - Credo.wav,0910 Oke1006c Missa Ecce ancilla domini - Credo.csv,0910 Oke1006c Missa Ecce ancilla domini - Credo.csv,0910 Oke1006c Missa Ecce ancilla domini - Credo.csv,0910 Oke1006c Missa Ecce ancilla domini - Credo.csv,
1048,0911-0912,Ockeghem,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",The Ockeghem Collection,2007,G2,43,a,v,vocal,n,n,hosanna II = hosanna I,,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus.musicxml,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus.wav,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus.csv,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus.csv,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus.csv,0911-0912 Oke1006d Missa Ecce ancilla domini - Sanctus.csv,
1049,913,Ockeghem,0913 Oke1006e Missa Ecce ancilla domini - Agnus,4,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",The Ockeghem Collection,2007,G2,43,y,v,vocal,y,y,,,0913 Oke1006e Missa Ecce ancilla domini - Agnus.musicxml,0913 Oke1006e Missa Ecce ancilla domini - Agnus.wav,0913 Oke1006e Missa Ecce ancilla domini - Agnus.csv,0913 Oke1006e Missa Ecce ancilla domini - Agnus.csv,0913 Oke1006e Missa Ecce ancilla domini - Agnus.csv,0913 Oke1006e Missa Ecce ancilla domini - Agnus.csv,0913 Oke1006e Missa Ecce ancilla domini - Agnus.mid
1050,914,Ockeghem,0914 Oke1007a Missa Fors seulement - Kyrie,5,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Requiem / Missa Fors seulement,1997,B2,47,y,v,vocal,y,y,,,0914 Oke1007a Missa Fors seulement - Kyrie.musicxml,0914 Oke1007a Missa Fors seulement - Kyrie.wav,0914 Oke1007a Missa Fors seulement - Kyrie.csv,0914 Oke1007a Missa Fors seulement - Kyrie.csv,0914 Oke1007a Missa Fors seulement - Kyrie.csv,0914 Oke1007a Missa Fors seulement - Kyrie.csv,0914 Oke1007a Missa Fors seulement - Kyrie.mid
1051,915,Ockeghem,0915 Oke1007b Missa Fors seulement - Gloria,5,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Requiem / Missa Fors seulement,1997,B2,47,y,v,vocal,y,y,,,0915 Oke1007b Missa Fors seulement - Gloria.musicxml,0915 Oke1007b Missa Fors seulement - Gloria.wav,0915 Oke1007b Missa Fors seulement - Gloria.csv,0915 Oke1007b Missa Fors seulement - Gloria.csv,0915 Oke1007b Missa Fors seulement - Gloria.csv,0915 Oke1007b Missa Fors seulement - Gloria.csv,0915 Oke1007b Missa Fors seulement - Gloria.mid
1052,916,Ockeghem,0916 Oke1007c Missa Fors seulement - Credo,5,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Requiem / Missa Fors seulement,1997,B2,47,y,v,vocal,y,y,,,0916 Oke1007c Missa Fors seulement - Credo.musicxml,0916 Oke1007c Missa Fors seulement - Credo.wav,0916 Oke1007c Missa Fors seulement - Credo.csv,0916 Oke1007c Missa Fors seulement - Credo.csv,0916 Oke1007c Missa Fors seulement - Credo.csv,0916 Oke1007c Missa Fors seulement - Credo.csv,
1053,917,Ockeghem,0917 Oke1008a Missa L'homme armé - Kyrie,4,CANTO_JRP,"Johannes Ockeghem, Oxford Camerata, Jeremy Summerly",Ockeghem: Missa L'Homme Arme / Josquin: Memor Esto Verbi Tui,1998,F#3,54,y,v,vocal,y,y,,,0917 Oke1008a Missa L'homme armé - Kyrie.musicxml,0917 Oke1008a Missa L'homme armé - Kyrie.wav,0917 Oke1008a Missa L'homme armé - Kyrie.csv,0917 Oke1008a Missa L'homme armé - Kyrie.csv,0917 Oke1008a Missa L'homme armé - Kyrie.csv,0917 Oke1008a Missa L'homme armé - Kyrie.csv,0917 Oke1008a Missa L'homme armé - Kyrie.mid
1054,918,Ockeghem,0918 Oke1008b Missa L'homme armé - Gloria,4,CANTO_JRP,"Johannes Ockeghem, Oxford Camerata, Jeremy Summerly",Ockeghem: Missa L'Homme Arme / Josquin: Memor Esto Verbi Tui,1998,F#3,54,y,v,vocal,y,y,,,0918 Oke1008b Missa L'homme armé - Gloria.musicxml,0918 Oke1008b Missa L'homme armé - Gloria.wav,0918 Oke1008b Missa L'homme armé - Gloria.csv,0918 Oke1008b Missa L'homme armé - Gloria.csv,0918 Oke1008b Missa L'homme armé - Gloria.csv,0918 Oke1008b Missa L'homme armé - Gloria.csv,0918 Oke1008b Missa L'homme armé - Gloria.mid
1055,919,Ockeghem,0919 Oke1008c Missa L'homme armé - Credo,4,CANTO_JRP,"Johannes Ockeghem, Oxford Camerata, Jeremy Summerly",Ockeghem: Missa L'Homme Arme / Josquin: Memor Esto Verbi Tui,1998,F#2,42,y,v,vocal,y,y,,,0919 Oke1008c Missa L'homme armé - Credo.musicxml,0919 Oke1008c Missa L'homme armé - Credo.wav,0919 Oke1008c Missa L'homme armé - Credo.csv,0919 Oke1008c Missa L'homme armé - Credo.csv,0919 Oke1008c Missa L'homme armé - Credo.csv,0919 Oke1008c Missa L'homme armé - Credo.csv,
1056,920,Ockeghem,0920 Oke1008d Missa L'homme armé - Sanctus,4,CANTO_JRP,"Johannes Ockeghem, Oxford Camerata, Jeremy Summerly",Ockeghem: Missa L'Homme Arme / Josquin: Memor Esto Verbi Tui,1998,F#3,54,a,v,vocal,n,y,hosanna II = hosanna I,,0920 Oke1008d Missa L'homme armé - Sanctus.musicxml,0920 Oke1008d Missa L'homme armé - Sanctus.wav,0920 Oke1008d Missa L'homme armé - Sanctus.csv,0920 Oke1008d Missa L'homme armé - Sanctus.csv,0920 Oke1008d Missa L'homme armé - Sanctus.csv,0920 Oke1008d Missa L'homme armé - Sanctus.csv,
1057,921,Ockeghem,0921 Oke1008e Missa L'homme armé - Agnus,4,CANTO_JRP,"Johannes Ockeghem, Oxford Camerata, Jeremy Summerly",Ockeghem: Missa L'Homme Arme / Josquin: Memor Esto Verbi Tui,1998,F#2,42,y,v,vocal,y,y,,,0921 Oke1008e Missa L'homme armé - Agnus.musicxml,0921 Oke1008e Missa L'homme armé - Agnus.wav,0921 Oke1008e Missa L'homme armé - Agnus.csv,0921 Oke1008e Missa L'homme armé - Agnus.csv,0921 Oke1008e Missa L'homme armé - Agnus.csv,0921 Oke1008e Missa L'homme armé - Agnus.csv,0921 Oke1008e Missa L'homme armé - Agnus.mid
1058,922,Ockeghem,0922 Oke1010a Missa Mi mi - Kyrie,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,E3,52,y,v,vocal,y,y,,,0922 Oke1010a Missa Mi mi - Kyrie.musicxml,0922 Oke1010a Missa Mi mi - Kyrie.wav,0922 Oke1010a Missa Mi mi - Kyrie.csv,0922 Oke1010a Missa Mi mi - Kyrie.csv,0922 Oke1010a Missa Mi mi - Kyrie.csv,0922 Oke1010a Missa Mi mi - Kyrie.csv,0922 Oke1010a Missa Mi mi - Kyrie.mid
1059,923,Ockeghem,0923 Oke1010b Missa Mi mi - Gloria,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,E2,40,y,v,vocal,y,y,,,0923 Oke1010b Missa Mi mi - Gloria.musicxml,0923 Oke1010b Missa Mi mi - Gloria.wav,0923 Oke1010b Missa Mi mi - Gloria.csv,0923 Oke1010b Missa Mi mi - Gloria.csv,0923 Oke1010b Missa Mi mi - Gloria.csv,0923 Oke1010b Missa Mi mi - Gloria.csv,0923 Oke1010b Missa Mi mi - Gloria.mid
1060,924,Ockeghem,0924 Oke1010c Missa Mi mi - Credo,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,E2,40,y,v,vocal,y,y,,,0924 Oke1010c Missa Mi mi - Credo.musicxml,0924 Oke1010c Missa Mi mi - Credo.wav,0924 Oke1010c Missa Mi mi - Credo.csv,0924 Oke1010c Missa Mi mi - Credo.csv,0924 Oke1010c Missa Mi mi - Credo.csv,0924 Oke1010c Missa Mi mi - Credo.csv,
1061,925,Ockeghem,0925 Oke1010d Missa Mi mi - Sanctus,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,E3,52,a,v,vocal,n,n,hosanna II = hosanna I,,0925 Oke1010d Missa Mi mi - Sanctus.musicxml,0925 Oke1010d Missa Mi mi - Sanctus.wav,0925 Oke1010d Missa Mi mi - Sanctus.csv,0925 Oke1010d Missa Mi mi - Sanctus.csv,0925 Oke1010d Missa Mi mi - Sanctus.csv,0925 Oke1010d Missa Mi mi - Sanctus.csv,0925 Oke1010d Missa Mi mi - Sanctus.mid
1062,926,Ockeghem,0926 Oke1010e Missa Mi mi - Agnus,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,E3,52,y,v,vocal,y,y,,,0926 Oke1010e Missa Mi mi - Agnus.musicxml,0926 Oke1010e Missa Mi mi - Agnus.wav,0926 Oke1010e Missa Mi mi - Agnus.csv,0926 Oke1010e Missa Mi mi - Agnus.csv,0926 Oke1010e Missa Mi mi - Agnus.csv,0926 Oke1010e Missa Mi mi - Agnus.csv,0926 Oke1010e Missa Mi mi - Agnus.mid
1063,0927-0929,Ockeghem,0927-0929 Oke1011a Missa Prolationum - Kyrie,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,D#3,51,y,v,vocal,y,y,,,0927-0929 Oke1011a Missa Prolationum - Kyrie.musicxml,0927-0929 Oke1011a Missa Prolationum - Kyrie.wav,0927-0929 Oke1011a Missa Prolationum - Kyrie.csv,0927-0929 Oke1011a Missa Prolationum - Kyrie.csv,0927-0929 Oke1011a Missa Prolationum - Kyrie.csv,0927-0929 Oke1011a Missa Prolationum - Kyrie.csv,0927-0929 Oke1011a Missa Prolationum - Kyrie.mid
1064,930,Ockeghem,0930 Oke1011b Missa Prolationum - Gloria,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,D#2,39,y,v,vocal,y,y,,,0930 Oke1011b Missa Prolationum - Gloria.musicxml,0930 Oke1011b Missa Prolationum - Gloria.wav,0930 Oke1011b Missa Prolationum - Gloria.csv,0930 Oke1011b Missa Prolationum - Gloria.csv,0930 Oke1011b Missa Prolationum - Gloria.csv,0930 Oke1011b Missa Prolationum - Gloria.csv,
1065,931,Ockeghem,0931 Oke1011c Missa Prolationum - Credo,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,D#3,51,y,v,vocal,y,y,,,0931 Oke1011c Missa Prolationum - Credo.musicxml,0931 Oke1011c Missa Prolationum - Credo.wav,0931 Oke1011c Missa Prolationum - Credo.csv,0931 Oke1011c Missa Prolationum - Credo.csv,0931 Oke1011c Missa Prolationum - Credo.csv,0931 Oke1011c Missa Prolationum - Credo.csv,
1066,0932-0935,Ockeghem,0932-0935 Oke1011d Missa Prolationum - Sanctus,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,D#3,51,a,v,vocal,n,y,hosanna II = hosanna I,,0932-0935 Oke1011d Missa Prolationum - Sanctus.musicxml,0932-0935 Oke1011d Missa Prolationum - Sanctus.wav,0932-0935 Oke1011d Missa Prolationum - Sanctus.csv,0932-0935 Oke1011d Missa Prolationum - Sanctus.csv,0932-0935 Oke1011d Missa Prolationum - Sanctus.csv,0932-0935 Oke1011d Missa Prolationum - Sanctus.csv,
1067,0936-0937,Ockeghem,0936-0937 Oke1011e Missa Prolationum - Agnus,4,CANTO_JRP,"Johannes Ockeghem, The Hilliard Ensemble, Paul Hillier","Ockeghem : Requiem, Missa ""Mi-Mi"", Missa Prolationum",2010,D#3,51,y,v,vocal,y,y,,,0936-0937 Oke1011e Missa Prolationum - Agnus.musicxml,0936-0937 Oke1011e Missa Prolationum - Agnus.wav,0936-0937 Oke1011e Missa Prolationum - Agnus.csv,0936-0937 Oke1011e Missa Prolationum - Agnus.csv,0936-0937 Oke1011e Missa Prolationum - Agnus.csv,0936-0937 Oke1011e Missa Prolationum - Agnus.csv,
1068,938,Ockeghem,0938 Oke1012a  Missa Quinti toni - Kyrie,3,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Cuiusvis toni; Missa Quinti toni,1999,F2,41,y,v,vocal,y,y,,,0938 Oke1012a  Missa Quinti toni - Kyrie.musicxml,0938 Oke1012a  Missa Quinti toni - Kyrie.wav,0938 Oke1012a  Missa Quinti toni - Kyrie.csv,0938 Oke1012a  Missa Quinti toni - Kyrie.csv,0938 Oke1012a  Missa Quinti toni - Kyrie.csv,0938 Oke1012a  Missa Quinti toni - Kyrie.csv,0938 Oke1012a  Missa Quinti toni - Kyrie.mid
1069,939,Ockeghem,0939 Oke1012b  Missa Quinti toni - Gloria,3,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Cuiusvis toni; Missa Quinti toni,1999,F2,41,y,v,vocal,y,y,,,0939 Oke1012b  Missa Quinti toni - Gloria.musicxml,0939 Oke1012b  Missa Quinti toni - Gloria.wav,0939 Oke1012b  Missa Quinti toni - Gloria.csv,0939 Oke1012b  Missa Quinti toni - Gloria.csv,0939 Oke1012b  Missa Quinti toni - Gloria.csv,0939 Oke1012b  Missa Quinti toni - Gloria.csv,0939 Oke1012b  Missa Quinti toni - Gloria.mid
1070,940,Ockeghem,0940 Oke1012c  Missa Quinti toni - Credo,3,CANTO_JRP,"Johannes Ockeghem, The Clerks' Group, Edward Wickham",Ockeghem: Missa Cuiusvis toni; Missa Quinti toni,1999,F2,41,y,v,vocal,y,y,,,0940 Oke1012c  Missa Quinti toni - Credo.musicxml,0940 Oke1012c  Missa Quinti toni - Credo.wav,0940 Oke1012c  Missa Quinti toni - Credo.csv,0940 Oke1012c  Missa Quinti toni - Credo.csv,0940 Oke1012c  Missa Quinti toni - Credo.csv,0940 Oke1012c  Missa Quinti toni - Credo.csv,
