id,nr_playlist,composer,composition,voices,experiment,performer,Album,year_recording,,audio_final,symbolic_is_audio,instrumentation,instrumentation_category,final_safe,not repeated,repetitions,comments,symbolic,audio,mf0,basicpitch,multipitch_214c,multipitch_195f,MT3
508,796,Orto,0796 Ort3002 Dulces exuvie,4,CANTO_JRP,"Marbrianus de Orto, Capilla Flamenca, Patrick Denecker",,1999,,45,y,v,vocal,y,y,,,0796 Ort3002 Dulces exuvie.musicxml,0796 Ort3002 Dulces exuvie.wav,0796 Ort3002 Dulces exuvie.csv,0796 Ort3002 Dulces exuvie.csv,0796 Ort3002 Dulces exuvie.csv,0796 Ort3002 Dulces exuvie.csv,
509,797,Orto,0797 Ort3008 Si jay perdu mon amy,4,CANTO_JRP,,,1981,,56,y,i,instrumental,y,y,,blokfluitkwartet,0797 Ort3008 Si jay perdu mon amy.musicxml,0797 Ort3008 Si jay perdu mon amy.wav,0797 Ort3008 Si jay perdu mon amy.csv,0797 Ort3008 Si jay perdu mon amy.csv,0797 Ort3008 Si jay perdu mon amy.csv,0797 Ort3008 Si jay perdu mon amy.csv,0797 Ort3008 Si jay perdu mon amy.mid
510,798,Pipelare,0798 Pip1004a Missa Fors seulement - Kyrie,5,CANTO_JRP,"Matthaeus Pipelare, The Sound and the Fury",,2019,,40,y,v,vocal,y,y,,,0798 Pip1004a Missa Fors seulement - Kyrie.musicxml,0798 Pip1004a Missa Fors seulement - Kyrie.wav,0798 Pip1004a Missa Fors seulement - Kyrie.csv,0798 Pip1004a Missa Fors seulement - Kyrie.csv,0798 Pip1004a Missa Fors seulement - Kyrie.csv,0798 Pip1004a Missa Fors seulement - Kyrie.csv,
511,799,Pipelare,0799 Pip1004b Missa Fors seulement - Gloria,5,CANTO_JRP,"Matthaeus Pipelare, The Sound and the Fury",,2019,,40,y,v,vocal,y,y,,,0799 Pip1004b Missa Fors seulement - Gloria.musicxml,0799 Pip1004b Missa Fors seulement - Gloria.wav,0799 Pip1004b Missa Fors seulement - Gloria.csv,0799 Pip1004b Missa Fors seulement - Gloria.csv,0799 Pip1004b Missa Fors seulement - Gloria.csv,0799 Pip1004b Missa Fors seulement - Gloria.csv,
512,800,Pipelare,0800 Pip1004c Missa Fors seulement - Credo,5,CANTO_JRP,"Matthaeus Pipelare, The Sound and the Fury",,2019,,40,y,v,vocal,y,y,,,0800 Pip1004c Missa Fors seulement - Credo.musicxml,0800 Pip1004c Missa Fors seulement - Credo.wav,0800 Pip1004c Missa Fors seulement - Credo.csv,0800 Pip1004c Missa Fors seulement - Credo.csv,0800 Pip1004c Missa Fors seulement - Credo.csv,0800 Pip1004c Missa Fors seulement - Credo.csv,
513,801,Pipelare,0801 Pip1004d Missa Fors seulement - Sanctus,5,CANTO_JRP,"Matthaeus Pipelare, The Sound and the Fury",,2019,,40,a,v,vocal,n,y,hosanna II = hosanna I,,0801 Pip1004d Missa Fors seulement - Sanctus.musicxml,0801 Pip1004d Missa Fors seulement - Sanctus.wav,0801 Pip1004d Missa Fors seulement - Sanctus.csv,0801 Pip1004d Missa Fors seulement - Sanctus.csv,0801 Pip1004d Missa Fors seulement - Sanctus.csv,0801 Pip1004d Missa Fors seulement - Sanctus.csv,
514,802,Pipelare,0802 Pip1004e Missa Fors seulement - Agnus,5,CANTO_JRP,"Matthaeus Pipelare, The Sound and the Fury",,2019,,40,a,v,vocal,y,y,,,0802 Pip1004e Missa Fors seulement - Agnus.musicxml,0802 Pip1004e Missa Fors seulement - Agnus.wav,0802 Pip1004e Missa Fors seulement - Agnus.csv,0802 Pip1004e Missa Fors seulement - Agnus.csv,0802 Pip1004e Missa Fors seulement - Agnus.csv,0802 Pip1004e Missa Fors seulement - Agnus.csv,
520,808,Tinctoris,0808 Tin1002a Missa Sine nomine I - Kyrie,3,CANTO_JRP,"Johannes Tinctoris, Beauty Farm",,2022,,38,y,v,vocal,y,y,,,0808 Tin1002a Missa Sine nomine I - Kyrie.musicxml,0808 Tin1002a Missa Sine nomine I - Kyrie.wav,0808 Tin1002a Missa Sine nomine I - Kyrie.csv,0808 Tin1002a Missa Sine nomine I - Kyrie.csv,0808 Tin1002a Missa Sine nomine I - Kyrie.csv,0808 Tin1002a Missa Sine nomine I - Kyrie.csv,
521,809,Tinctoris,0809 Tin1002b Missa Sine nomine I - Gloria,3,CANTO_JRP,"Johannes Tinctoris, Beauty Farm",,2022,,38,y,v,vocal,y,y,,,0809 Tin1002b Missa Sine nomine I - Gloria.musicxml,0809 Tin1002b Missa Sine nomine I - Gloria.wav,0809 Tin1002b Missa Sine nomine I - Gloria.csv,0809 Tin1002b Missa Sine nomine I - Gloria.csv,0809 Tin1002b Missa Sine nomine I - Gloria.csv,0809 Tin1002b Missa Sine nomine I - Gloria.csv,
522,810,Tinctoris,0810 Tin1002c Missa Sine nomine I - Credo,3,CANTO_JRP,"Johannes Tinctoris, Beauty Farm",,2022,,38,y,v,vocal,y,y,,,0810 Tin1002c Missa Sine nomine I - Credo.musicxml,0810 Tin1002c Missa Sine nomine I - Credo.wav,0810 Tin1002c Missa Sine nomine I - Credo.csv,0810 Tin1002c Missa Sine nomine I - Credo.csv,0810 Tin1002c Missa Sine nomine I - Credo.csv,0810 Tin1002c Missa Sine nomine I - Credo.csv,
523,811,Tinctoris,0811 Tin1002d Missa Sine nomine I - Sanctus,3,CANTO_JRP,"Johannes Tinctoris, Beauty Farm",,2022,,38,y,v,vocal,y,y,,,0811 Tin1002d Missa Sine nomine I - Sanctus.musicxml,0811 Tin1002d Missa Sine nomine I - Sanctus.wav,0811 Tin1002d Missa Sine nomine I - Sanctus.csv,0811 Tin1002d Missa Sine nomine I - Sanctus.csv,0811 Tin1002d Missa Sine nomine I - Sanctus.csv,0811 Tin1002d Missa Sine nomine I - Sanctus.csv,
524,812,Tinctoris,0812 Tin1002e Missa Sine nomine I - Agnus,3,CANTO_JRP,"Johannes Tinctoris, Beauty Farm",,2022,,38,a,v,vocal,y,y,agnus III = agnus I,,0812 Tin1002e Missa Sine nomine I - Agnus.musicxml,0812 Tin1002e Missa Sine nomine I - Agnus.wav,0812 Tin1002e Missa Sine nomine I - Agnus.csv,0812 Tin1002e Missa Sine nomine I - Agnus.csv,0812 Tin1002e Missa Sine nomine I - Agnus.csv,0812 Tin1002e Missa Sine nomine I - Agnus.csv,
526,814,Tinctoris,0814 Tin2002 Fecit potentiam,2,CANTO_JRP,"Johannes Tinctoris, Voces Equales",,2014,,60,y,v,vocal,y,y,,,0814 Tin2002 Fecit potentiam.musicxml,0814 Tin2002 Fecit potentiam.wav,0814 Tin2002 Fecit potentiam.csv,0814 Tin2002 Fecit potentiam.csv,0814 Tin2002 Fecit potentiam.csv,0814 Tin2002 Fecit potentiam.csv,0814 Tin2002 Fecit potentiam.mid
527,815,Tinctoris,0815 Tin2003 Lamentationes Jeremie,4,CANTO_JRP,"Johannes Tinctoris, Voces Equales",,2014,,43,y,v,vocal,y,y,,,0815 Tin2003 Lamentationes Jeremie.musicxml,0815 Tin2003 Lamentationes Jeremie.wav,0815 Tin2003 Lamentationes Jeremie.csv,0815 Tin2003 Lamentationes Jeremie.csv,0815 Tin2003 Lamentationes Jeremie.csv,0815 Tin2003 Lamentationes Jeremie.csv,
528,816,Tinctoris,0816 Tin2004 O virgo miserere mei,3,CANTO_JRP,"Johannes Tinctoris, Voces Equales",,2014,,45,y,v,vocal,y,y,,,0816 Tin2004 O virgo miserere mei.musicxml,0816 Tin2004 O virgo miserere mei.wav,0816 Tin2004 O virgo miserere mei.csv,0816 Tin2004 O virgo miserere mei.csv,0816 Tin2004 O virgo miserere mei.csv,0816 Tin2004 O virgo miserere mei.csv,
529,817,Tinctoris,0817 Tin3002 Comme femme,1,CANTO_JRP,"Johannes Tinctoris, Marc Lewon, Paul Kieffer",,2020,,48,a,i,instrumental,n,y,aba,luit,0817 Tin3002 Comme femme.musicxml,0817 Tin3002 Comme femme.wav,0817 Tin3002 Comme femme.csv,0817 Tin3002 Comme femme.csv,0817 Tin3002 Comme femme.csv,0817 Tin3002 Comme femme.csv,0817 Tin3002 Comme femme.mid
530,818,Tinctoris,0818 Tin3006 Le souvenir I,2,CANTO_JRP,"Johannes Tinctoris, Le Miroir de Musique, Baptiste Romain",,2017,,55,y,i,instrumental,y,n,,"2 gambas, luit",0818 Tin3006 Le souvenir I.musicxml,0818 Tin3006 Le souvenir I.wav,0818 Tin3006 Le souvenir I.csv,0818 Tin3006 Le souvenir I.csv,0818 Tin3006 Le souvenir I.csv,0818 Tin3006 Le souvenir I.csv,0818 Tin3006 Le souvenir I.mid
531,819,Tinctoris,0819 Tin3007 Le souvenir II,4,CANTO_JRP,"Johannes Tinctoris, Le Miroir de Musique, Baptiste Romain",,2017,,48,y,i,instrumental,y,y,,"luit, harp, viool",0819 Tin3007 Le souvenir II.musicxml,0819 Tin3007 Le souvenir II.wav,0819 Tin3007 Le souvenir II.csv,0819 Tin3007 Le souvenir II.csv,0819 Tin3007 Le souvenir II.csv,0819 Tin3007 Le souvenir II.csv,0819 Tin3007 Le souvenir II.mid
532,820,Tinctoris,0820 Tin3008 O invida fortuna,3,CANTO_JRP,"Johannes Tinctoris, Le Miroir de Musique, Baptiste Romain",,2017,,52,a,vi,mixed,y,n,7 of 8 herhalingen,"voice, luit",0820 Tin3008 O invida fortuna.musicxml,0820 Tin3008 O invida fortuna.wav,0820 Tin3008 O invida fortuna.csv,0820 Tin3008 O invida fortuna.csv,0820 Tin3008 O invida fortuna.csv,0820 Tin3008 O invida fortuna.csv,
533,821,Tinctoris,0821 Tin3010 Vostre regart,3,CANTO_JRP,"Johannes Tinctoris, Le Miroir de Musique, Baptiste Romain",,2017,G2,43,a,vi,mixed,y,n,4 of 5 herhalingen,"voices, luit, viool",0821 Tin3010 Vostre regart.musicxml,0821 Tin3010 Vostre regart.wav,0821 Tin3010 Vostre regart.csv,0821 Tin3010 Vostre regart.csv,0821 Tin3010 Vostre regart.csv,0821 Tin3010 Vostre regart.csv,
1000,822,Regis,0822 Reg2001 Ave Maria ... benedicta tu,3,CANTO_JRP,"Johannes Regis, Le Miroir de Musique, Baptiste Romain",The Birth of the Violin,2013,E3,52,a,ivi,mixed,y,y,herhaling,"2 gamba’s, voice, fluit",0822 Reg2001 Ave Maria ... benedicta tu.musicxml,0822 Reg2001 Ave Maria ... benedicta tu.wav,0822 Reg2001 Ave Maria ... benedicta tu.csv,0822 Reg2001 Ave Maria ... benedicta tu.csv,0822 Reg2001 Ave Maria ... benedicta tu.csv,0822 Reg2001 Ave Maria ... benedicta tu.csv,0822 Reg2001 Ave Maria ... benedicta tu.mid
1001,0823-0825,Févin,0823-0825 Fva1001a Missa Ave Maria – Kyrie,4,CANTO_JRP,"The Brabant Ensemble, Stephen Rice",,2018,B2,47,y,v,vocal,y,y,,,0823-0825 Fva1001a Missa Ave Maria – Kyrie.musicxml,0823-0825 Fva1001a Missa Ave Maria – Kyrie.wav,0823-0825 Fva1001a Missa Ave Maria – Kyrie.csv,0823-0825 Fva1001a Missa Ave Maria – Kyrie.csv,0823-0825 Fva1001a Missa Ave Maria – Kyrie.csv,0823-0825 Fva1001a Missa Ave Maria – Kyrie.csv,0823-0825 Fva1001a Missa Ave Maria – Kyrie.mid
1002,0826-0828,Févin,0826-0828 Fva1001b Missa Ave Maria – Gloria,4,CANTO_JRP,"The Brabant Ensemble, Stephen Rice",,2018,B2,47,y,v,vocal,y,y,,,0826-0828 Fva1001b Missa Ave Maria – Gloria.musicxml,0826-0828 Fva1001b Missa Ave Maria – Gloria.wav,0826-0828 Fva1001b Missa Ave Maria – Gloria.csv,0826-0828 Fva1001b Missa Ave Maria – Gloria.csv,0826-0828 Fva1001b Missa Ave Maria – Gloria.csv,0826-0828 Fva1001b Missa Ave Maria – Gloria.csv,
1003,0829-0834,Févin,0829-0834 Fva1001c Missa Ave Maria – Credo,4,CANTO_JRP,"The Brabant Ensemble, Stephen Rice",,2018,B2,47,y,v,vocal,y,y,,,0829-0834 Fva1001c Missa Ave Maria – Credo.musicxml,0829-0834 Fva1001c Missa Ave Maria – Credo.wav,0829-0834 Fva1001c Missa Ave Maria – Credo.csv,0829-0834 Fva1001c Missa Ave Maria – Credo.csv,0829-0834 Fva1001c Missa Ave Maria – Credo.csv,0829-0834 Fva1001c Missa Ave Maria – Credo.csv,
1004,0835-0839,Févin,0835-0839 Fva1001d Missa Ave Maria – Sanctus,4,CANTO_JRP,"The Brabant Ensemble, Stephen Rice",,2018,B2,47,a,v,vocal,y,y,hosanna II = hosanna I,,0835-0839 Fva1001d Missa Ave Maria – Sanctus.musicxml,0835-0839 Fva1001d Missa Ave Maria – Sanctus.wav,0835-0839 Fva1001d Missa Ave Maria – Sanctus.csv,0835-0839 Fva1001d Missa Ave Maria – Sanctus.csv,0835-0839 Fva1001d Missa Ave Maria – Sanctus.csv,0835-0839 Fva1001d Missa Ave Maria – Sanctus.csv,
1005,0840-0842,Févin,0840-0842 Fva1001e Missa Ave Maria – Agnus,4,CANTO_JRP,"The Brabant Ensemble, Stephen Rice",,2018,B2,47,a,v,vocal,pcp,y,agnus III = agnus I,,0840-0842 Fva1001e Missa Ave Maria – Agnus.musicxml,0840-0842 Fva1001e Missa Ave Maria – Agnus.wav,0840-0842 Fva1001e Missa Ave Maria – Agnus.csv,0840-0842 Fva1001e Missa Ave Maria – Agnus.csv,0840-0842 Fva1001e Missa Ave Maria – Agnus.csv,0840-0842 Fva1001e Missa Ave Maria – Agnus.csv,
1006,843,Anonymous,0843 Ano1025a Missa L’ardant desir – Kyrie,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,D3,50,y,v,vocal,y,y,,,0843 Ano1025a Missa L’ardant desir – Kyrie.musicxml,0843 Ano1025a Missa L’ardant desir – Kyrie.wav,0843 Ano1025a Missa L’ardant desir – Kyrie.csv,0843 Ano1025a Missa L’ardant desir – Kyrie.csv,0843 Ano1025a Missa L’ardant desir – Kyrie.csv,0843 Ano1025a Missa L’ardant desir – Kyrie.csv,0843 Ano1025a Missa L’ardant desir – Kyrie.mid
1007,844,Anonymous,0844 Ano1025b Missa L’ardant desir – Gloria,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,D3,50,y,v,vocal,y,y,,,0844 Ano1025b Missa L’ardant desir – Gloria.musicxml,0844 Ano1025b Missa L’ardant desir – Gloria.wav,0844 Ano1025b Missa L’ardant desir – Gloria.csv,0844 Ano1025b Missa L’ardant desir – Gloria.csv,0844 Ano1025b Missa L’ardant desir – Gloria.csv,0844 Ano1025b Missa L’ardant desir – Gloria.csv,
1008,845,Anonymous,0845 Ano1025c Missa L’ardant desir – Credo,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,D3,50,y,v,vocal,y,y,,,0845 Ano1025c Missa L’ardant desir – Credo.musicxml,0845 Ano1025c Missa L’ardant desir – Credo.wav,0845 Ano1025c Missa L’ardant desir – Credo.csv,0845 Ano1025c Missa L’ardant desir – Credo.csv,0845 Ano1025c Missa L’ardant desir – Credo.csv,0845 Ano1025c Missa L’ardant desir – Credo.csv,
1009,846,Anonymous,0846 Ano1025d Missa L’ardant desir – Sanctus,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,D3,50,y,v,vocal,y,y,,,0846 Ano1025d Missa L’ardant desir – Sanctus.musicxml,0846 Ano1025d Missa L’ardant desir – Sanctus.wav,0846 Ano1025d Missa L’ardant desir – Sanctus.csv,0846 Ano1025d Missa L’ardant desir – Sanctus.csv,0846 Ano1025d Missa L’ardant desir – Sanctus.csv,0846 Ano1025d Missa L’ardant desir – Sanctus.csv,
1010,847,Anonymous,0847 Ano1025e Missa L’ardant desir – Agnus,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,D3,50,y,v,vocal,y,y,,,0847 Ano1025e Missa L’ardant desir – Agnus.musicxml,0847 Ano1025e Missa L’ardant desir – Agnus.wav,0847 Ano1025e Missa L’ardant desir – Agnus.csv,0847 Ano1025e Missa L’ardant desir – Agnus.csv,0847 Ano1025e Missa L’ardant desir – Agnus.csv,0847 Ano1025e Missa L’ardant desir – Agnus.csv,
1011,848,Anonymous,0848 Ano1026a Missa Gross senen – Kyrie,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,A2,45,y,v,vocal,y,y,,,0848 Ano1026a Missa Gross senen – Kyrie.musicxml,0848 Ano1026a Missa Gross senen – Kyrie.wav,0848 Ano1026a Missa Gross senen – Kyrie.csv,0848 Ano1026a Missa Gross senen – Kyrie.csv,0848 Ano1026a Missa Gross senen – Kyrie.csv,0848 Ano1026a Missa Gross senen – Kyrie.csv,0848 Ano1026a Missa Gross senen – Kyrie.mid
1012,849,Anonymous,0849 Ano1026b Missa Gross senen – Gloria,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,A2,45,y,v,vocal,y,y,,,0849 Ano1026b Missa Gross senen – Gloria.musicxml,0849 Ano1026b Missa Gross senen – Gloria.wav,0849 Ano1026b Missa Gross senen – Gloria.csv,0849 Ano1026b Missa Gross senen – Gloria.csv,0849 Ano1026b Missa Gross senen – Gloria.csv,0849 Ano1026b Missa Gross senen – Gloria.csv,
1013,850,Anonymous,0850 Ano1026c Missa Gross senen – Credo,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,A2,45,y,v,vocal,y,y,,,0850 Ano1026c Missa Gross senen – Credo.musicxml,0850 Ano1026c Missa Gross senen – Credo.wav,0850 Ano1026c Missa Gross senen – Credo.csv,0850 Ano1026c Missa Gross senen – Credo.csv,0850 Ano1026c Missa Gross senen – Credo.csv,0850 Ano1026c Missa Gross senen – Credo.csv,
1014,851,Anonymous,0851 Ano1026d Missa Gross senen – Sanctus,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,A2,45,y,v,vocal,y,y,,,0851 Ano1026d Missa Gross senen – Sanctus.musicxml,0851 Ano1026d Missa Gross senen – Sanctus.wav,0851 Ano1026d Missa Gross senen – Sanctus.csv,0851 Ano1026d Missa Gross senen – Sanctus.csv,0851 Ano1026d Missa Gross senen – Sanctus.csv,0851 Ano1026d Missa Gross senen – Sanctus.csv,
1015,852,Anonymous,0852 Ano1026e Missa Gross senen – Agnus,4,CANTO_JRP,"Anonymous, Cut Circle, Jesse Rodin",Messes anonymes: Missa Gross senen - Missa L'ardant desir,2021,A2,45,y,v,vocal,y,y,,,0852 Ano1026e Missa Gross senen – Agnus.musicxml,0852 Ano1026e Missa Gross senen – Agnus.wav,0852 Ano1026e Missa Gross senen – Agnus.csv,0852 Ano1026e Missa Gross senen – Agnus.csv,0852 Ano1026e Missa Gross senen – Agnus.csv,0852 Ano1026e Missa Gross senen – Agnus.csv,0852 Ano1026e Missa Gross senen – Agnus.mid
1016,853,Anonymous,0853 Ano3001 Fama malum (Brussels 228) ,4,CANTO_JRP,"Anonymous, La Morra",Dame de Deuil - Musical Offerings for Marguerite of Austria (VRT Muziek Edition),2005,B2,47,y,i,instrumental,y,y,"lute, psalterium",,0853 Ano3001 Fama malum (Brussels 228) .musicxml,0853 Ano3001 Fama malum (Brussels 228) .wav,0853 Ano3001 Fama malum (Brussels 228) .csv,0853 Ano3001 Fama malum (Brussels 228) .csv,0853 Ano3001 Fama malum (Brussels 228) .csv,0853 Ano3001 Fama malum (Brussels 228) .csv,0853 Ano3001 Fama malum (Brussels 228) .mid
1017,854,Anonymous,"0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B)",4,CANTO_JRP,"Anonymous, Ars Italica, Sigrid Lee, Francis Biggi, Marco Ferrari",Musica del XV Secolo in Italia,2013,G#3,56,a,vi,mixed,y,y,4 herhalingen,,"0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).musicxml","0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).wav","0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).csv","0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).csv","0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).csv","0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).csv","0854 Ano3026 Maintenons nous | Resveille, qui dort (Escorial B).mid"
1018,855,Anonymous,0855 Ano3028 O rosa bella | He Robinet,2,CANTO_JRP,"Anonymous, Roberto Quintarelli, Igor Denti, La Rossignol",O florens rosa: La rosa nella musica del Rinascimento,2017,D4,62,a,vi,mixed,y,y,2 herhalingen,"gamba, voices, schalmei, trombone",0855 Ano3028 O rosa bella | He Robinet.musicxml,0855 Ano3028 O rosa bella | He Robinet.wav,0855 Ano3028 O rosa bella | He Robinet.csv,0855 Ano3028 O rosa bella | He Robinet.csv,0855 Ano3028 O rosa bella | He Robinet.csv,0855 Ano3028 O rosa bella | He Robinet.csv,0855 Ano3028 O rosa bella | He Robinet.mid
1019,856,Anonymous,0856 Ano3029 Puis quaultrement | Marchez la dureau,4,CANTO_JRP,"Anonymous, The Newberry Consort, Drew Minter, William Hite, Tom Zajac, Mary Springfels","Villon to Rabelais: 16th Century Music of the Streets, Theatres, and Courts",1999,D3,50,a,vi,mixed,y,y,2 herhalingen,"3v, gamba",0856 Ano3029 Puis quaultrement | Marchez la dureau.musicxml,0856 Ano3029 Puis quaultrement | Marchez la dureau.wav,0856 Ano3029 Puis quaultrement | Marchez la dureau.csv,0856 Ano3029 Puis quaultrement | Marchez la dureau.csv,0856 Ano3029 Puis quaultrement | Marchez la dureau.csv,0856 Ano3029 Puis quaultrement | Marchez la dureau.csv,0856 Ano3029 Puis quaultrement | Marchez la dureau.mid
1020,857,Anonymous,0857 Ano3034 Rolet | La tricotée | Maistre Pière,3,CANTO_JRP,"Anonymous, The Newberry Consort, Drew Minter, Mary Springfels","Villon to Rabelais: 16th Century Music of the Streets, Theatres, and Courts",1999,F3,53,a,vi,mixed,y,y,2 herhalingen,"stem, luit blokfluit",0857 Ano3034 Rolet | La tricotée | Maistre Pière.musicxml,0857 Ano3034 Rolet | La tricotée | Maistre Pière.wav,0857 Ano3034 Rolet | La tricotée | Maistre Pière.csv,0857 Ano3034 Rolet | La tricotée | Maistre Pière.csv,0857 Ano3034 Rolet | La tricotée | Maistre Pière.csv,0857 Ano3034 Rolet | La tricotée | Maistre Pière.csv,0857 Ano3034 Rolet | La tricotée | Maistre Pière.mid
1021,858,Anonymous,0858 Ano3037 Se je suis despourveu | Veni veni,3,CANTO_JRP,"Anonymous, Ars Italica, Sigrid Lee, Francis Biggi, Marco Ferrari",Musica del XV Secolo in Italia,2013,G#3,56,n,vi,mixed,y,y,herhalingen en afwijkingen,,0858 Ano3037 Se je suis despourveu | Veni veni.musicxml,0858 Ano3037 Se je suis despourveu | Veni veni.wav,0858 Ano3037 Se je suis despourveu | Veni veni.csv,0858 Ano3037 Se je suis despourveu | Veni veni.csv,0858 Ano3037 Se je suis despourveu | Veni veni.csv,0858 Ano3037 Se je suis despourveu | Veni veni.csv,0858 Ano3037 Se je suis despourveu | Veni veni.mid
1022,859,Anonymous,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois,4,CANTO_JRP,"Anonymous, Orlando Consort","The Rose, the Lily & the Whortleberry: Medieval and Renaissance Gardens in Music",2006,G3,55,a,v,vocal,y,y,5 herhalingen,,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.musicxml,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.wav,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.csv,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.csv,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.csv,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.csv,0859 Ano3038 Soubz les branches | En la rousée | Jolis mois.mid
1023,860,Anonymous,0860 Ano3089 Fortuna desperata (à 4),4,CANTO_JRP,"Anonymous, Fretwork",Ottaviano dei Petrucci: Harmonice Musices Odhecaton,2001,C3,48,y,i,instrumental,y,y,,,0860 Ano3089 Fortuna desperata (à 4).musicxml,0860 Ano3089 Fortuna desperata (à 4).wav,0860 Ano3089 Fortuna desperata (à 4).csv,0860 Ano3089 Fortuna desperata (à 4).csv,0860 Ano3089 Fortuna desperata (à 4).csv,0860 Ano3089 Fortuna desperata (à 4).csv,0860 Ano3089 Fortuna desperata (à 4).mid
1024,861,Anonymous,0861 Ano3098 Aime qui vouldra,3,CANTO_JRP,"Anonymous, Jean Molinet, Sollazzo Ensemble, Anna Danilevskaia","Le cueur vous demeure: Leuven Chansonnier, Vol. 3 & 4",2024,E3,52,n,viii,mixed,pcp,n,herhalingen,"voice, gamba, luit psalterium",0861 Ano3098 Aime qui vouldra.musicxml,0861 Ano3098 Aime qui vouldra.wav,0861 Ano3098 Aime qui vouldra.csv,0861 Ano3098 Aime qui vouldra.csv,0861 Ano3098 Aime qui vouldra.csv,0861 Ano3098 Aime qui vouldra.csv,0861 Ano3098 Aime qui vouldra.mid
1025,862,Anonymous,0862 Ano3109 La plus dolente qui soit nee,3,CANTO_JRP,"Anonymous, Sollazzo Ensemble, Anna Danilevskaia","Le cueur vous demeure: Leuven Chansonnier, Vol. 3 & 4",2024,G#2,44,a,i,instrumental,y,y,herhalingen,"luit, gamba, blokfluit",0862 Ano3109 La plus dolente qui soit nee.musicxml,0862 Ano3109 La plus dolente qui soit nee.wav,0862 Ano3109 La plus dolente qui soit nee.csv,0862 Ano3109 La plus dolente qui soit nee.csv,0862 Ano3109 La plus dolente qui soit nee.csv,0862 Ano3109 La plus dolente qui soit nee.csv,0862 Ano3109 La plus dolente qui soit nee.mid
1026,863,Anonymous,0863 Ano3131 J'ay pris amours a ma devise,3,CANTO_JRP,"Johannes Martini, Doulce Memoire",Castiglione: Il libro del cortegiano,2012,A3,57,a,vi,mixed,y,y,"herhalingen, versieringen","voice, gamba’s",0863 Ano3131 J'ay pris amours a ma devise.musicxml,0863 Ano3131 J'ay pris amours a ma devise.wav,0863 Ano3131 J'ay pris amours a ma devise.csv,0863 Ano3131 J'ay pris amours a ma devise.csv,0863 Ano3131 J'ay pris amours a ma devise.csv,0863 Ano3131 J'ay pris amours a ma devise.csv,0863 Ano3131 J'ay pris amours a ma devise.mid
1027,864,Anonymous,0864 Ano3225 Helas mon cueur tu m'occiras,3,CANTO_JRP,"Anonymous, Sollazzo Ensemble, Anna Danilevskaia, Andrew Hallock","Ou Beau Chastel: Leuven Chansonnier, Vol. 2",2022,G3,55,a,vi,mixed,y,y,herhalingen,"voice, gamba’s",0864 Ano3225 Helas mon cueur tu m'occiras.musicxml,0864 Ano3225 Helas mon cueur tu m'occiras.wav,0864 Ano3225 Helas mon cueur tu m'occiras.csv,0864 Ano3225 Helas mon cueur tu m'occiras.csv,0864 Ano3225 Helas mon cueur tu m'occiras.csv,0864 Ano3225 Helas mon cueur tu m'occiras.csv,0864 Ano3225 Helas mon cueur tu m'occiras.mid
